English Premier League 1998/1999
Matchday,Date,Home,Away,HomeGoals,AwayGoals
23,1998-12-11 00:00:00,Watford,Stockport,4,2
23,1998-12-11 00:00:00,Wolves,Norwich,2,2
23,1998-12-12 00:00:00,Portsmouth,Grimsby,0,1
24,1998-12-18 00:00:00,Barnsley,Swindon,1,3
24,1998-12-18 00:00:00,Birmingham,Sunderland,0,0
24,1998-12-18 00:00:00,Bolton,Portsmouth,3,1
24,1998-12-18 00:00:00,Bradford,Wolves,2,1
24,1998-12-18 00:00:00,Crewe,Huddersfield,1,2
24,1998-12-18 00:00:00,Crystal Palace,QPR,1,1
24,1998-12-18 00:00:00,Grimsby,Watford,2,1
24,1998-12-18 00:00:00,Norwich,Bristol City,2,1
24,1998-12-18 00:00:00,Port Vale,Bury,1,0
24,1998-12-18 00:00:00,Stockport,Oxford Utd,2,0
24,1998-12-18 00:00:00,West Brom,Tranmere,0,2
24,1998-12-19 00:00:00,Sheffield Utd,Ipswich,1,2
25,1998-12-25 00:00:00,Birmingham,Sheffield Utd,1,0
25,1998-12-25 00:00:00,Bolton,Bradford,0,0
25,1998-12-25 00:00:00,Crewe,Bury,3,1
25,1998-12-25 00:00:00,Huddersfield,Grimsby,2,0
25,1998-12-25 00:00:00,Ipswich,Portsmouth,3,0
25,1998-12-25 00:00:00,Oxford Utd,Crystal Palace,1,3
25,1998-12-25 00:00:00,QPR,Norwich,2,0
25,1998-12-25 00:00:00,Stockport,Barnsley,0,1
25,1998-12-25 00:00:00,Swindon,Wolves,1,0
25,1998-12-25 00:00:00,Tranmere,Sunderland,1,0
25,1998-12-25 00:00:00,Watford,Bristol City,1,0
25,1998-12-25 00:00:00,West Brom,Port Vale,3,2
26,1998-12-27 00:00:00,Barnsley,QPR,1,0
26,1998-12-27 00:00:00,Bradford,Tranmere,2,0
26,1998-12-27 00:00:00,Bristol City,Swindon,3,1
26,1998-12-27 00:00:00,Bury,Birmingham,2,4
26,1998-12-27 00:00:00,Crystal Palace,West Brom,1,1
26,1998-12-27 00:00:00,Grimsby,Stockport,1,0
26,1998-12-27 00:00:00,Port Vale,Bolton,0,2
26,1998-12-27 00:00:00,Portsmouth,Oxford Utd,2,2
26,1998-12-27 00:00:00,Sheffield Utd,Huddersfield,2,1
26,1998-12-27 00:00:00,Sunderland,Crewe,2,0
26,1998-12-27 00:00:00,Wolves,Ipswich,1,0
26,1998-12-28 00:00:00,Norwich,Watford,1,1
27,1999-01-07 00:00:00,Tranmere,Wolves,1,2
27,1999-01-08 00:00:00,Birmingham,Port Vale,1,0
27,1999-01-08 00:00:00,Crewe,Norwich,3,2
27,1999-01-08 00:00:00,Huddersfield,Bury,2,2
27,1999-01-08 00:00:00,Ipswich,Grimsby,0,1
27,1999-01-08 00:00:00,Oxford Utd,Bristol City,0,0
27,1999-01-08 00:00:00,QPR,Sunderland,2,2
27,1999-01-08 00:00:00,Stockport,Bradford,1,2
27,1999-01-08 00:00:00,Swindon,Sheffield Utd,2,2
27,1999-01-08 00:00:00,Watford,Portsmouth,0,0
27,1999-01-08 00:00:00,West Brom,Barnsley,2,0
27,1999-01-09 00:00:00,Bolton,Crystal Palace,3,0
28,1999-01-15 00:00:00,Barnsley,Birmingham,0,0
28,1999-01-15 00:00:00,Bradford,Crewe,4,1
28,1999-01-15 00:00:00,Bristol City,Tranmere,1,1
28,1999-01-15 00:00:00,Bury,QPR,1,1
28,1999-01-15 00:00:00,Crystal Palace,Stockport,2,2
28,1999-01-15 00:00:00,Grimsby,Oxford Utd,1,0
28,1999-01-15 00:00:00,Norwich,West Brom,1,1
28,1999-01-15 00:00:00,Port Vale,Swindon,0,1
28,1999-01-15 00:00:00,Portsmouth,Huddersfield,1,0
28,1999-01-15 00:00:00,Sheffield Utd,Bolton,1,2
28,1999-01-15 00:00:00,Wolves,Watford,0,0
28,1999-01-16 00:00:00,Sunderland,Ipswich,2,1
29,1999-01-29 00:00:00,Bolton,Norwich,2,0
29,1999-01-29 00:00:00,Crewe,Sheffield Utd,1,2
29,1999-01-29 00:00:00,Huddersfield,Bristol City,2,2
29,1999-01-29 00:00:00,Ipswich,Port Vale,1,0
29,1999-01-29 00:00:00,Oxford Utd,Barnsley,1,0
29,1999-01-29 00:00:00,QPR,Portsmouth,1,1
29,1999-01-29 00:00:00,Stockport,Wolves,1,2
29,1999-01-29 00:00:00,Swindon,Bury,1,1
29,1999-01-29 00:00:00,Tranmere,Crystal Palace,3,1
29,1999-01-29 00:00:00,Watford,Sunderland,2,1
29,1999-01-29 00:00:00,West Brom,Grimsby,1,1
29,1999-01-30 00:00:00,Birmingham,Bradford,2,1
30,1999-02-04 00:00:00,Bristol City,QPR,0,0
30,1999-02-05 00:00:00,Barnsley,Crewe,2,2
30,1999-02-05 00:00:00,Bradford,Watford,2,0
30,1999-02-05 00:00:00,Bury,Ipswich,0,3
30,1999-02-05 00:00:00,Crystal Palace,Birmingham,1,1
30,1999-02-05 00:00:00,Grimsby,Bolton,0,1
30,1999-02-05 00:00:00,Norwich,Stockport,0,2
30,1999-02-05 00:00:00,Port Vale,Huddersfield,2,0
30,1999-02-05 00:00:00,Portsmouth,Tranmere,1,1
30,1999-02-05 00:00:00,Sheffield Utd,West Brom,3,0
30,1999-02-05 00:00:00,Sunderland,Swindon,2,0
30,1999-02-05 00:00:00,Wolves,Oxford Utd,1,1
31,1999-02-12 00:00:00,Bolton,West Brom,2,1
31,1999-02-12 00:00:00,Bradford,Ipswich,0,0
31,1999-02-12 00:00:00,Bristol City,Sunderland,0,1
31,1999-02-12 00:00:00,Crystal Palace,Crewe,1,1
31,1999-02-12 00:00:00,Oxford Utd,Swindon,2,0
31,1999-02-12 00:00:00,Portsmouth,Bury,2,1
31,1999-02-12 00:00:00,Stockport,Birmingham,1,0
31,1999-02-12 00:00:00,Tranmere,QPR,3,2
31,1999-02-12 00:00:00,Wolves,Port Vale,3,1
31,1999-02-15 00:00:00,Norwich,Barnsley,0,0
31,1999-02-15 00:00:00,Watford,Huddersfield,1,1
32,1999-02-18 00:00:00,Sheffield Utd,Bradford,2,2
32,1999-02-19 00:00:00,Barnsley,Grimsby,0,0
32,1999-02-19 00:00:00,Bury,Norwich,0,2
32,1999-02-19 00:00:00,Crewe,Stockport,0,2
32,1999-02-19 00:00:00,Huddersfield,Tranmere,0,0
32,1999-02-19 00:00:00,Ipswich,Oxford Utd,2,1
32,1999-02-19 00:00:00,Port Vale,Crystal Palace,1,0
32,1999-02-19 00:00:00,QPR,Watford,1,2
32,1999-02-19 00:00:00,Sunderland,Wolves,2,1
32,1999-02-19 00:00:00,Swindon,Portsmouth,3,3
32,1999-02-19 00:00:00,West Brom,Bristol City,2,2
32,1999-02-20 00:00:00,Birmingham,Bolton,0,0
33,1999-02-25 00:00:00,Watford,Swindon,0,1
33,1999-02-26 00:00:00,Bolton,Crewe,1,3
33,1999-02-26 00:00:00,Bradford,West Brom,1,0
33,1999-02-26 00:00:00,Bristol City,Ipswich,0,1
33,1999-02-26 00:00:00,Grimsby,Birmingham,0,3
33,1999-02-26 00:00:00,Norwich,Sheffield Utd,1,1
33,1999-02-26 00:00:00,Oxford Utd,Sunderland,0,0
33,1999-02-26 00:00:00,Portsmouth,Port Vale,4,0
33,1999-02-26 00:00:00,Stockport,QPR,0,0
33,1999-02-26 00:00:00,Tranmere,Bury,4,0
33,1999-02-26 00:00:00,Wolves,Huddersfield,2,2
33,1999-02-27 00:00:00,Crystal Palace,Barnsley,1,0
34,1999-03-01 00:00:00,Birmingham,Norwich,0,0
34,1999-03-01 00:00:00,Huddersfield,Bolton,3,2
34,1999-03-01 00:00:00,Ipswich,Watford,3,2
34,1999-03-01 00:00:00,Sheffield Utd,Crystal Palace,1,1
34,1999-03-01 00:00:00,Sunderland,Portsmouth,2,0
34,1999-03-01 00:00:00,West Brom,Stockport,3,1
34,1999-03-02 00:00:00,Barnsley,Bradford,0,1
34,1999-03-02 00:00:00,QPR,Oxford Utd,1,0
34,1999-03-02 00:00:00,Swindon,Tranmere,2,3
35,1999-03-05 00:00:00,Birmingham,Portsmouth,4,1
35,1999-03-05 00:00:00,Bury,Crystal Palace,0,0
35,1999-03-05 00:00:00,Huddersfield,Stockport,3,0
35,1999-03-05 00:00:00,Ipswich,Tranmere,1,0
35,1999-03-05 00:00:00,QPR,Wolves,0,1
35,1999-03-05 00:00:00,Sheffield Utd,Watford,3,0
35,1999-03-05 00:00:00,Sunderland,Norwich,1,0
35,1999-03-05 00:00:00,Swindon,Bolton,3,3
35,1999-03-05 00:00:00,West Brom,Oxford Utd,2,0
36,1999-01-22 00:00:00,Watford,West Brom,0,2
37,1999-03-12 00:00:00,Birmingham,West Brom,4,0
37,1999-03-12 00:00:00,Bolton,QPR,2,1
37,1999-03-12 00:00:00,Bradford,Norwich,4,1
37,1999-03-12 00:00:00,Bury,Barnsley,0,0
37,1999-03-12 00:00:00,Grimsby,Sunderland,0,2
37,1999-03-12 00:00:00,Ipswich,Huddersfield,3,0
37,1999-03-12 00:00:00,Oxford Utd,Watford,0,0
37,1999-03-12 00:00:00,Port Vale,Stockport,1,1
37,1999-03-12 00:00:00,Portsmouth,Crystal Palace,1,1
37,1999-03-12 00:00:00,Swindon,Crewe,1,2
37,1999-03-12 00:00:00,Tranmere,Sheffield Utd,2,3
37,1999-03-12 00:00:00,Wolves,Bristol City,3,0
38,1999-03-19 00:00:00,Barnsley,Wolves,2,3
38,1999-03-19 00:00:00,Bristol City,Bradford,2,3
38,1999-03-19 00:00:00,Crewe,Oxford Utd,3,1
38,1999-03-19 00:00:00,Crystal Palace,Grimsby,3,1
38,1999-03-19 00:00:00,Huddersfield,Birmingham,1,1
38,1999-03-19 00:00:00,Norwich,Portsmouth,0,0
38,1999-03-19 00:00:00,QPR,Swindon,4,0
38,1999-03-19 00:00:00,Sheffield Utd,Port Vale,3,0
38,1999-03-19 00:00:00,Stockport,Tranmere,0,0
38,1999-03-19 00:00:00,Sunderland,Bolton,3,1
38,1999-03-19 00:00:00,Watford,Bury,0,0
38,1999-03-19 00:00:00,West Brom,Ipswich,0,1
39,1999-03-23 00:00:00,Huddersfield,Norwich,1,1
39,1999-03-25 00:00:00,Sheffield Utd,Oxford Utd,1,2
39,1999-03-25 00:00:00,Tranmere,Crewe,3,0
39,1999-03-27 00:00:00,Crystal Palace,Bradford,1,0
39,1999-03-27 00:00:00,Portsmouth,Barnsley,1,3
40,1999-04-01 00:00:00,Crewe,Birmingham,0,0
40,1999-04-02 00:00:00,Barnsley,Sheffield Utd,2,1
40,1999-04-02 00:00:00,Bradford,Grimsby,3,0
40,1999-04-02 00:00:00,Bristol City,Port Vale,2,0
40,1999-04-02 00:00:00,Norwich,Crystal Palace,0,1
40,1999-04-02 00:00:00,Oxford Utd,Bolton,0,0
40,1999-04-02 00:00:00,QPR,Huddersfield,1,1
40,1999-04-02 00:00:00,Stockport,Bury,0,0
40,1999-04-02 00:00:00,Sunderland,West Brom,3,0
40,1999-04-02 00:00:00,Swindon,Ipswich,0,6
40,1999-04-02 00:00:00,Watford,Tranmere,2,1
40,1999-04-02 00:00:00,Wolves,Portsmouth,2,0
41,1999-04-04 00:00:00,Birmingham,Watford,1,2
41,1999-04-04 00:00:00,Bolton,Stockport,1,2
41,1999-04-04 00:00:00,Bury,Bradford,0,2
41,1999-04-04 00:00:00,Crystal Palace,Sunderland,1,1
41,1999-04-04 00:00:00,Grimsby,Norwich,0,1
41,1999-04-04 00:00:00,Huddersfield,Swindon,1,2
41,1999-04-04 00:00:00,Ipswich,QPR,3,1
41,1999-04-04 00:00:00,Port Vale,Barnsley,1,0
41,1999-04-04 00:00:00,Portsmouth,Bristol City,0,1
41,1999-04-04 00:00:00,Sheffield Utd,Wolves,1,1
41,1999-04-04 00:00:00,Tranmere,Oxford Utd,2,2
41,1999-04-04 00:00:00,West Brom,Crewe,1,5
42,1999-04-09 00:00:00,Barnsley,Tranmere,1,1
42,1999-04-09 00:00:00,Bradford,Portsmouth,2,1
42,1999-04-09 00:00:00,Bristol City,Grimsby,4,1
42,1999-04-09 00:00:00,Crewe,Port Vale,0,0
42,1999-04-09 00:00:00,Oxford Utd,Bury,0,1
42,1999-04-09 00:00:00,QPR,West Brom,2,1
42,1999-04-09 00:00:00,Stockport,Sheffield Utd,1,0
42,1999-04-09 00:00:00,Sunderland,Huddersfield,2,0
42,1999-04-09 00:00:00,Swindon,Birmingham,0,1
42,1999-04-09 00:00:00,Watford,Bolton,2,0
42,1999-04-09 00:00:00,Wolves,Crystal Palace,0,0
42,1999-04-10 00:00:00,Norwich,Ipswich,0,0
43,1999-04-15 00:00:00,Barnsley,Sunderland,1,3
