English Championship 1999/2000
Matchday,Date,Home,Away,HomeGoals,AwayGoals
44,2000-04-23 00:00:00,Portsmouth,Manchester City,2,2
44,2000-04-23 00:00:00,Sheffield Utd,Crewe,1,1
44,2000-04-23 00:00:00,Stockport,Swindon,3,0
44,2000-04-23 00:00:00,Tranmere,QPR,1,1
44,2000-04-23 00:00:00,West Brom,Grimsby,2,1
44,2000-04-24 00:00:00,Ipswich,Crystal Palace,1,0
45,2000-04-27 00:00:00,Manchester City,Birmingham,1,0
45,2000-04-28 00:00:00,Charlton,Ipswich,1,3
45,2000-04-28 00:00:00,Crewe,Bolton,1,3
45,2000-04-28 00:00:00,Crystal Palace,Blackburn,2,1
45,2000-04-28 00:00:00,Grimsby,Tranmere,1,2
45,2000-04-28 00:00:00,Huddersfield,Stockport,0,2
45,2000-04-28 00:00:00,Norwich,Sheffield Utd,2,1
45,2000-04-28 00:00:00,Nottingham,Port Vale,2,0
45,2000-04-28 00:00:00,QPR,West Brom,0,0
45,2000-04-28 00:00:00,Swindon,Barnsley,1,2
45,2000-04-28 00:00:00,Walsall,Portsmouth,1,0
45,2000-04-29 00:00:00,Wolves,Fulham,3,0
46,2000-05-06 00:00:00,Barnsley,Crewe,0,2
46,2000-05-06 00:00:00,Birmingham,Grimsby,0,0
46,2000-05-06 00:00:00,Blackburn,Manchester City,1,4
46,2000-05-06 00:00:00,Bolton,Norwich,1,0
46,2000-05-06 00:00:00,Fulham,Huddersfield,3,0
46,2000-05-06 00:00:00,Ipswich,Walsall,2,0
46,2000-05-06 00:00:00,Port Vale,Wolves,0,1
46,2000-05-06 00:00:00,Portsmouth,QPR,1,3
46,2000-05-06 00:00:00,Sheffield Utd,Swindon,2,2
46,2000-05-06 00:00:00,Stockport,Nottingham,2,3
46,2000-05-06 00:00:00,Tranmere,Crystal Palace,1,2
46,2000-05-06 00:00:00,West Brom,Charlton,2,0
